sku_id,category,subcategory,brand,pack_size,pack_size_num,container,price,cost,margin_pct,seasonality,cluster_preference,sku_segment,seasonality_encoded,ml_sku_cluster
SKU00183,Beverages,Juice,Tropicana,300ml,300,TetraPak,24.0,15.6,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00184,Beverages,Juice,Tropicana,400ml,400,TetraPak,27.0,17.55,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00185,Beverages,Juice,Tropicana,500ml,500,TetraPak,30.0,19.5,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00186,Beverages,Juice,Tropicana,600ml,600,TetraPak,33.0,21.45,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00187,Beverages,Juice,Tropicana,750ml,750,TetraPak,37.5,24.38,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00188,Beverages,Juice,Tropicana,1000ml,1000,TetraPak,45.0,29.25,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00189,Beverages,Juice,Tropicana,1500ml,1500,TetraPak,60.0,39.0,35,Summer,"A,B,C,D,E",Premium,1,0
SKU00190,Beverages,Juice,Tropicana,2000ml,2000,TetraPak,75.0,48.75,35,Summer,"A,B,C,D,E",Premium,1,0
SKU00191,Beverages,Juice,Paper Boat,200ml,200,TetraPak,21.0,13.65,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00192,Beverages,Juice,Paper Boat,220ml,220,TetraPak,21.6,14.04,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00193,Beverages,Juice,Paper Boat,250ml,250,TetraPak,22.5,14.62,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00194,Beverages,Juice,Paper Boat,300ml,300,TetraPak,24.0,15.6,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00195,Beverages,Juice,Paper Boat,400ml,400,TetraPak,27.0,17.55,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00196,Beverages,Juice,Paper Boat,500ml,500,TetraPak,30.0,19.5,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00197,Beverages,Juice,Paper Boat,600ml,600,TetraPak,33.0,21.45,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00198,Beverages,Juice,Paper Boat,750ml,750,TetraPak,37.5,24.38,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00199,Beverages,Juice,Paper Boat,1000ml,1000,TetraPak,45.0,29.25,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00200,Beverages,Juice,B Natural,200ml,200,TetraPak,21.0,13.65,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00201,Beverages,Juice,B Natural,250ml,250,TetraPak,22.5,14.62,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00202,Beverages,Juice,B Natural,500ml,500,TetraPak,30.0,19.5,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00203,Beverages,Juice,B Natural,750ml,750,TetraPak,37.5,24.38,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00204,Beverages,Juice,B Natural,1000ml,1000,TetraPak,45.0,29.25,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00205,Beverages,Juice,B Natural,1500ml,1500,TetraPak,60.0,39.0,35,Summer,"A,B,C,D,E",Premium,1,0
SKU00206,Beverages,Juice,Minute Maid,200ml,200,TetraPak,21.0,13.65,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00207,Beverages,Juice,Minute Maid,250ml,250,TetraPak,22.5,14.62,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00208,Beverages,Juice,Minute Maid,500ml,500,TetraPak,30.0,19.5,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00209,Beverages,Juice,Minute Maid,750ml,750,TetraPak,37.5,24.38,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00210,Beverages,Juice,Minute Maid,1000ml,1000,TetraPak,45.0,29.25,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00211,Beverages,Juice,Minute Maid,1500ml,1500,TetraPak,60.0,39.0,35,Summer,"A,B,C,D,E",Premium,1,0
SKU00212,Beverages,Juice,Dabur Real,200ml,200,TetraPak,21.0,13.65,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00213,Beverages,Juice,Dabur Real,250ml,250,TetraPak,22.5,14.62,35,Summer,"A,B,C,D,E",Economy,1,0
SKU00214,Beverages,Juice,Dabur Real,500ml,500,TetraPak,30.0,19.5,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00215,Beverages,Juice,Dabur Real,750ml,750,TetraPak,37.5,24.38,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00216,Beverages,Juice,Dabur Real,1000ml,1000,TetraPak,45.0,29.25,35,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00217,Beverages,Juice,Dabur Real,1500ml,1500,TetraPak,60.0,39.0,35,Summer,"A,B,C,D,E",Premium,1,0
SKU00218,Beverages,Energy,Sting,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00219,Beverages,Energy,Sting,300ml,300,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00220,Beverages,Energy,Sting,350ml,350,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00221,Beverages,Energy,Sting,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00222,Beverages,Energy,Sting,600ml,600,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00223,Beverages,Energy,Sting,750ml,750,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00224,Beverages,Energy,Sting,1000ml,1000,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00225,Beverages,Energy,Red Bull,250ml,250,Can,50.0,30.0,40,Summer,"A,B,C,D,E",Premium,1,0
SKU00226,Beverages,Energy,Red Bull,350ml,350,Can,50.0,30.0,40,Summer,"A,B,C,D,E",Premium,1,0
SKU00227,Beverages,Energy,Red Bull,500ml,500,Can,50.0,30.0,40,Summer,"A,B,C,D,E",Premium,1,0
SKU00228,Beverages,Energy,Red Bull,750ml,750,Can,50.0,30.0,40,Summer,"A,B,C,D,E",Premium,1,0
SKU00229,Beverages,Energy,Monster,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00230,Beverages,Energy,Monster,350ml,350,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00231,Beverages,Energy,Monster,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00232,Beverages,Energy,Monster,750ml,750,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00233,Beverages,Energy,Monster,1000ml,1000,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00234,Beverages,Energy,Gatorade,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00235,Beverages,Energy,Gatorade,350ml,350,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00236,Beverages,Energy,Gatorade,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00237,Beverages,Energy,Gatorade,600ml,600,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00238,Beverages,Energy,Gatorade,750ml,750,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00239,Beverages,Energy,Gatorade,1000ml,1000,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00240,Beverages,Energy,Glucon-D,200ml,200,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00241,Beverages,Energy,Glucon-D,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00242,Beverages,Energy,Glucon-D,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00243,Beverages,Energy,Glucon-D,750ml,750,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00244,Beverages,Energy,Glucon-D,1000ml,1000,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00245,Beverages,Energy,Electral,200ml,200,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00246,Beverages,Energy,Electral,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00247,Beverages,Energy,Electral,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00248,Beverages,Energy,Cloud 9,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00249,Beverages,Energy,Cloud 9,350ml,350,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00250,Beverages,Energy,Cloud 9,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00251,Beverages,Energy,XXX,250ml,250,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00252,Beverages,Energy,XXX,350ml,350,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00253,Beverages,Energy,XXX,500ml,500,Can,30.0,18.0,40,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00254,Beverages,Water,Bisleri,250ml,250,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00255,Beverages,Water,Bisleri,500ml,500,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00256,Beverages,Water,Bisleri,600ml,600,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00257,Beverages,Water,Bisleri,750ml,750,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00258,Beverages,Water,Bisleri,1000ml,1000,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00259,Beverages,Water,Bisleri,1500ml,1500,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00260,Beverages,Water,Bisleri,2000ml,2000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00261,Beverages,Water,Bisleri,5000ml,5000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00262,Beverages,Water,Kinley,250ml,250,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00263,Beverages,Water,Kinley,500ml,500,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00264,Beverages,Water,Kinley,600ml,600,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00265,Beverages,Water,Kinley,750ml,750,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00266,Beverages,Water,Kinley,1000ml,1000,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00267,Beverages,Water,Kinley,1500ml,1500,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00268,Beverages,Water,Kinley,2000ml,2000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00269,Beverages,Water,Kinley,5000ml,5000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00270,Beverages,Water,Aquafina,500ml,500,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00271,Beverages,Water,Aquafina,1000ml,1000,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00272,Beverages,Water,Aquafina,2000ml,2000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00273,Beverages,Water,Aquafina,5000ml,5000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00274,Beverages,Water,Himalayan,500ml,500,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00275,Beverages,Water,Himalayan,1000ml,1000,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00276,Beverages,Water,Himalayan,2000ml,2000,PET,50.0,25.0,50,Summer,"A,B,C,D,E",Premium,1,2
SKU00277,Beverages,Water,Rail Neer,500ml,500,PET,10.0,5.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00278,Beverages,Water,Rail Neer,1000ml,1000,PET,20.0,10.0,50,Summer,"A,B,C,D,E",Economy,1,2
SKU00279,Beverages,RTD,Nescafe,180ml,180,Can,28.6,18.3,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00280,Beverages,RTD,Nescafe,200ml,200,Can,29.0,18.56,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00281,Beverages,RTD,Nescafe,250ml,250,Can,30.0,19.2,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00282,Beverages,RTD,Nescafe,300ml,300,TetraPak,31.0,19.84,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00283,Beverages,RTD,Nescafe,500ml,500,TetraPak,35.0,22.4,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00284,Beverages,RTD,Bru,180ml,180,Can,28.6,18.3,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00285,Beverages,RTD,Bru,200ml,200,Can,29.0,18.56,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00286,Beverages,RTD,Bru,250ml,250,Can,30.0,19.2,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00287,Beverages,RTD,Bru,300ml,300,TetraPak,31.0,19.84,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00288,Beverages,RTD,Bru,500ml,500,TetraPak,35.0,22.4,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00289,Beverages,RTD,Cold Coffee,200ml,200,Can,29.0,18.56,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00290,Beverages,RTD,Cold Coffee,250ml,250,Can,30.0,19.2,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00291,Beverages,RTD,Cold Coffee,300ml,300,TetraPak,31.0,19.84,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00292,Beverages,RTD,Cold Coffee,500ml,500,TetraPak,35.0,22.4,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00293,Beverages,RTD,Tata Tea,200ml,200,Can,29.0,18.56,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00294,Beverages,RTD,Tata Tea,250ml,250,Can,30.0,19.2,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00295,Beverages,RTD,Tata Tea,500ml,500,TetraPak,35.0,22.4,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00296,Beverages,RTD,Lipton Ice Tea,250ml,250,Can,30.0,19.2,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00297,Beverages,RTD,Lipton Ice Tea,500ml,500,TetraPak,35.0,22.4,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00298,Beverages,RTD,Lipton Ice Tea,750ml,750,TetraPak,40.0,25.6,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00299,Beverages,RTD,Nestea,250ml,250,Can,30.0,19.2,36,Summer,"A,B,C,D,E",Mid-Range,1,0
SKU00300,Beverages,Premium Water,Evian,330ml,330,Glass Bottle,113.0,67.8,40,All Season,A,Premium,0,1
SKU00301,Beverages,Premium Water,Evian,500ml,500,Glass Bottle,130.0,78.0,40,All Season,A,Premium,0,1
SKU00302,Beverages,Premium Water,Evian,750ml,750,Glass Bottle,155.0,93.0,40,All Season,A,Premium,0,1
SKU00303,Beverages,Premium Water,Evian,1000ml,1000,Glass Bottle,180.0,108.0,40,All Season,A,Premium,0,1
SKU00304,Beverages,Premium Water,Evian,1500ml,1500,Glass Bottle,230.0,138.0,40,All Season,A,Premium,0,1
SKU00305,Beverages,Premium Water,Perrier,330ml,330,Glass Bottle,133.0,79.8,40,All Season,A,Premium,0,1
SKU00306,Beverages,Premium Water,Perrier,500ml,500,Glass Bottle,150.0,90.0,40,All Season,A,Premium,0,1
SKU00307,Beverages,Premium Water,Perrier,750ml,750,Glass Bottle,175.0,105.0,40,All Season,A,Premium,0,1
SKU00308,Beverages,Premium Water,San Pellegrino,250ml,250,Glass Bottle,125.0,75.0,40,All Season,A,Premium,0,1
SKU00309,Beverages,Premium Water,San Pellegrino,500ml,500,Glass Bottle,150.0,90.0,40,All Season,A,Premium,0,1
SKU00310,Beverages,Premium Water,San Pellegrino,750ml,750,Glass Bottle,175.0,105.0,40,All Season,A,Premium,0,1
SKU00311,Beverages,Premium Water,Fiji Water,500ml,500,Glass Bottle,200.0,120.0,40,All Season,A,Premium,0,1
SKU00312,Beverages,Premium Water,Fiji Water,1000ml,1000,Glass Bottle,250.0,150.0,40,All Season,A,Premium,0,1
SKU00313,Beverages,Premium Water,Voss,375ml,375,Glass Bottle,187.5,112.5,40,All Season,A,Premium,0,1
SKU00314,Beverages,Premium Water,Voss,800ml,800,Glass Bottle,230.0,138.0,40,All Season,A,Premium,0,1
SKU00315,Beverages,Imported Energy,Red Bull,250ml,250,Can,137.5,75.62,45,All Season,A,Premium,0,1
SKU00316,Beverages,Imported Energy,Red Bull,355ml,355,Can,153.25,84.29,45,All Season,A,Premium,0,1
SKU00317,Beverages,Imported Energy,Red Bull,473ml,473,Can,170.95,94.02,45,All Season,A,Premium,0,1
SKU00318,Beverages,Imported Energy,Red Bull,500ml,500,Can,175.0,96.25,45,All Season,A,Premium,0,1
SKU00319,Beverages,Imported Energy,Monster Energy,355ml,355,Can,173.25,95.29,45,All Season,A,Premium,0,1
SKU00320,Beverages,Imported Energy,Monster Energy,500ml,500,Can,195.0,107.25,45,All Season,A,Premium,0,1
SKU00321,Beverages,Imported Energy,Monster Energy,553ml,553,Can,202.95,111.62,45,All Season,A,Premium,0,1
SKU00322,Beverages,Imported Energy,Rockstar,355ml,355,Can,173.25,95.29,45,All Season,A,Premium,0,1
SKU00323,Beverages,Imported Energy,Rockstar,500ml,500,Can,195.0,107.25,45,All Season,A,Premium,0,1
SKU00324,Beverages,Imported Energy,Burn,250ml,250,Can,157.5,86.62,45,All Season,A,Premium,0,1
SKU00325,Beverages,Imported Energy,Burn,500ml,500,Can,195.0,107.25,45,All Season,A,Premium,0,1
SKU00326,Beverages,Imported Energy,Hell Energy,250ml,250,Can,157.5,86.62,45,All Season,A,Premium,0,1
SKU00327,Beverages,Imported Energy,Hell Energy,500ml,500,Can,195.0,107.25,45,All Season,A,Premium,0,1
SKU00328,Beverages,Imported Soft Drink,Coca-Cola Zero,330ml,330,Can,86.4,56.16,35,All Season,A,Premium,0,1
SKU00329,Beverages,Imported Soft Drink,Coca-Cola Zero,500ml,500,Can,100.0,65.0,35,All Season,A,Premium,0,1
SKU00330,Beverages,Imported Soft Drink,Coca-Cola Zero,750ml,750,Can,120.0,78.0,35,All Season,A,Premium,0,1
SKU00331,Beverages,Imported Soft Drink,Coca-Cola Zero,1000ml,1000,Can,140.0,91.0,35,All Season,A,Premium,0,1
SKU00332,Beverages,Imported Soft Drink,Pepsi Max,330ml,330,Can,86.4,56.16,35,All Season,A,Premium,0,1
SKU00333,Beverages,Imported Soft Drink,Pepsi Max,500ml,500,Can,100.0,65.0,35,All Season,A,Premium,0,1
SKU00334,Beverages,Imported Soft Drink,Pepsi Max,750ml,750,Can,120.0,78.0,35,All Season,A,Premium,0,1
SKU00335,Beverages,Imported Soft Drink,Dr Pepper,330ml,330,Can,106.4,69.16,35,All Season,A,Premium,0,1
SKU00336,Beverages,Imported Soft Drink,Dr Pepper,500ml,500,Can,120.0,78.0,35,All Season,A,Premium,0,1
SKU00337,Beverages,Imported Soft Drink,Mountain Dew Voltage,355ml,355,Can,108.4,70.46,35,All Season,A,Premium,0,1
SKU00338,Beverages,Imported Soft Drink,Mountain Dew Voltage,500ml,500,Can,120.0,78.0,35,All Season,A,Premium,0,1
SKU00339,Beverages,Imported Soft Drink,Fanta Exotic,330ml,330,Can,106.4,69.16,35,All Season,A,Premium,0,1
SKU00340,Beverages,Imported Soft Drink,Fanta Exotic,500ml,500,Can,120.0,78.0,35,All Season,A,Premium,0,1
SKU00341,Beverages,Premium Juice,Tropicana Premium,500ml,500,TetraPak,140.0,84.0,40,All Season,A,Premium,0,1
SKU00342,Beverages,Premium Juice,Tropicana Premium,1000ml,1000,TetraPak,200.0,120.0,40,All Season,A,Premium,0,1
SKU00343,Beverages,Premium Juice,Tropicana Premium,1500ml,1500,TetraPak,260.0,156.0,40,All Season,A,Premium,0,1
SKU00344,Beverages,Premium Juice,Real Activ,500ml,500,TetraPak,150.0,90.0,40,All Season,A,Premium,0,1
SKU00345,Beverages,Premium Juice,Real Activ,1000ml,1000,TetraPak,210.0,126.0,40,All Season,A,Premium,0,1
SKU00346,Beverages,Premium Juice,Paper Boat Premium,500ml,500,TetraPak,260.0,156.0,40,All Season,A,Premium,0,1
SKU00347,Beverages,Premium Juice,Paper Boat Premium,1000ml,1000,TetraPak,320.0,192.0,40,All Season,A,Premium,0,1
SKU00348,Beverages,Premium Juice,Minute Maid Pulpy,400ml,400,TetraPak,248.0,148.8,40,All Season,A,Premium,0,1
SKU00349,Beverages,Premium Juice,Minute Maid Pulpy,1000ml,1000,TetraPak,320.0,192.0,40,All Season,A,Premium,0,1
SKU00350,Beverages,Premium Juice,Naked Juice,450ml,450,TetraPak,254.0,152.4,40,All Season,A,Premium,0,1
SKU00351,Beverages,Premium RTD,Starbucks Frappuccino,250ml,250,Glass Bottle,162.5,89.38,45,All Season,A,Premium,0,1
SKU00352,Beverages,Premium RTD,Starbucks Frappuccino,281ml,281,Glass Bottle,164.05,90.23,45,All Season,A,Premium,0,1
SKU00353,Beverages,Premium RTD,Nescafe Gold,200ml,200,Glass Bottle,110.0,60.5,45,All Season,A,Premium,0,1
SKU00354,Beverages,Premium RTD,Nescafe Gold,250ml,250,Glass Bottle,112.5,61.88,45,All Season,A,Premium,0,1
SKU00355,Beverages,Premium RTD,Lipton Ice Tea Premium,500ml,500,Glass Bottle,145.0,79.75,45,All Season,A,Premium,0,1
SKU00356,Beverages,Premium RTD,Lipton Ice Tea Premium,1000ml,1000,Glass Bottle,170.0,93.5,45,All Season,A,Premium,0,1
SKU00357,Beverages,Premium RTD,Arizona Iced Tea,500ml,500,Glass Bottle,145.0,79.75,45,All Season,A,Premium,0,1
SKU00358,Beverages,Premium RTD,Arizona Iced Tea,680ml,680,Glass Bottle,154.0,84.7,45,All Season,A,Premium,0,1
SKU00359,Beverages,Premium RTD,Snapple,473ml,473,Glass Bottle,143.65,79.01,45,All Season,A,Premium,0,1
SKU00360,Beverages,Premium RTD,Snapple,500ml,500,Glass Bottle,145.0,79.75,45,All Season,A,Premium,0,1
